id2,E_BCL-4_1,ED1_BCL-4_1,ED2_BCL-4_1,Pu1_BCL-4_1,Pu2_BCL-4_1,E_hybrid_BCL-4_1,P_E_BCL-4_1,E_BCL-4_2,ED1_BCL-4_2,ED2_BCL-4_2,Pu1_BCL-4_2,Pu2_BCL-4_2,E_hybrid_BCL-4_2,P_E_BCL-4_2,E_BCL-4_3,ED1_BCL-4_3,ED2_BCL-4_3,Pu1_BCL-4_3,Pu2_BCL-4_3,E_hybrid_BCL-4_3,P_E_BCL-4_3,E_BCL-1_1,ED1_BCL-1_1,ED2_BCL-1_1,Pu1_BCL-1_1,Pu2_BCL-1_1,E_hybrid_BCL-1_1,P_E_BCL-1_1,E_BCL-1_2,ED1_BCL-1_2,ED2_BCL-1_2,Pu1_BCL-1_2,Pu2_BCL-1_2,E_hybrid_BCL-1_2,P_E_BCL-1_2,E_BCL-1_3,ED1_BCL-1_3,ED2_BCL-1_3,Pu1_BCL-1_3,Pu2_BCL-1_3,E_hybrid_BCL-1_3,P_E_BCL-1_3,E_BCL-2_1,ED1_BCL-2_1,ED2_BCL-2_1,Pu1_BCL-2_1,Pu2_BCL-2_1,E_hybrid_BCL-2_1,P_E_BCL-2_1,E_BCL-2_2,ED1_BCL-2_2,ED2_BCL-2_2,Pu1_BCL-2_2,Pu2_BCL-2_2,E_hybrid_BCL-2_2,P_E_BCL-2_2,E_BCL-2_3,ED1_BCL-2_3,ED2_BCL-2_3,Pu1_BCL-2_3,Pu2_BCL-2_3,E_hybrid_BCL-2_3,P_E_BCL-2_3,E_BCL-5_1,ED1_BCL-5_1,ED2_BCL-5_1,Pu1_BCL-5_1,Pu2_BCL-5_1,E_hybrid_BCL-5_1,P_E_BCL-5_1,E_BCL-5_2,ED1_BCL-5_2,ED2_BCL-5_2,Pu1_BCL-5_2,Pu2_BCL-5_2,E_hybrid_BCL-5_2,P_E_BCL-5_2,E_BCL-5_3,ED1_BCL-5_3,ED2_BCL-5_3,Pu1_BCL-5_3,Pu2_BCL-5_3,E_hybrid_BCL-5_3,P_E_BCL-5_3,E_HPV_1,ED1_HPV_1,ED2_HPV_1,Pu1_HPV_1,Pu2_HPV_1,E_hybrid_HPV_1,P_E_HPV_1,E_HPV_2,ED1_HPV_2,ED2_HPV_2,Pu1_HPV_2,Pu2_HPV_2,E_hybrid_HPV_2,P_E_HPV_2,E_HPV_3,ED1_HPV_3,ED2_HPV_3,Pu1_HPV_3,Pu2_HPV_3,E_hybrid_HPV_3,P_E_HPV_3,E_BCL-3_1,ED1_BCL-3_1,ED2_BCL-3_1,Pu1_BCL-3_1,Pu2_BCL-3_1,E_hybrid_BCL-3_1,P_E_BCL-3_1,E_BCL-3_2,ED1_BCL-3_2,ED2_BCL-3_2,Pu1_BCL-3_2,Pu2_BCL-3_2,E_hybrid_BCL-3_2,P_E_BCL-3_2,E_BCL-3_3,ED1_BCL-3_3,ED2_BCL-3_3,Pu1_BCL-3_3,Pu2_BCL-3_3,E_hybrid_BCL-3_3,P_E_BCL-3_3
AC-1610-1611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.73,5.56,2.63,0.000120812,0.0140202,-21.92,0.677991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC-1625-1626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.26,0.2,2.84,0.722884,0.00997184,-14.3,0.556446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC-1639-1640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.64,5.13,2.16,0.000242723,0.0300567,-21.93,0.590244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC-1650-1651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.11,5.89,2.65,7.0725e-05,0.0135725,-21.65,0.202774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC-1676-1677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.59,4.54,5.46,0.000632207,0.000142094,-26.59,0.763725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC-1696-1697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.02,7.68,9.39,3.8747e-06,2.41699e-07,-31.09,0.625635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC-1717-1718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.37,4.2,5.11,0.0010976,0.000250729,-22.68,1.34846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC-1732-1733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.56,7.08,5.35,1.02573e-05,0.000169859,-29.99,0.782533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC-1769-1770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.51,10.88,4.05,2.15445e-08,0.00140004,-31.44,0.799873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC-1786-1787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.12,13.1,9.78,5.87488e-10,1.28369e-07,-37.0,32.8422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC-1810-1811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.8,6.56,3.19,2.38481e-05,0.00565126,-25.55,0.46568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC-1862-1863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.46,8.78,2.91,6.50302e-07,0.00890122,-28.15,0.560182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC-1904-1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.88,13.5,8.21,3.06999e-10,1.63972e-06,-36.59,0.713797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC-1935-1936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.17,6.56,3.08,2.38481e-05,0.0067555,-24.81,0.403648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC-1953-1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.62,7.12,5.3,9.6127e-06,0.000184213,-24.04,0.820945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC-1956-1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.85,2.32,1.71,0.0231844,0.0623788,-15.88,0.963151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC-1968-1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.93,6.33,0.66,3.46357e-05,0.34271,-20.92,0.276965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC-1977-1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.89,2.72,2.32,0.0121153,0.0231844,-22.93,0.819012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC-1993-1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.58,5.46,5.16,0.000142094,0.000231192,-31.2,0.826273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC-2024-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.64,3.47,2.19,0.00358791,0.0286287,-22.3,0.46093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC-2042-2043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.03,5.98,4.76,6.11158e-05,0.00044242,-30.77,0.796461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC-2063-2064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.58,8.08,8.22,2.02477e-06,1.61333e-06,-28.88,1.28029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC-2084-2085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.12,7.7,8.27,3.75098e-06,1.48761e-06,-29.09,0.926753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC-2091-2092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.48,7.84,3.38,2.98877e-06,0.00415203,-24.7,0.397683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC-2115-2116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.11,5.97,5.67,6.21155e-05,0.000101064,-29.75,25.6337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC-2145-2146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.12,6.56,0.95,2.38481e-05,0.21408,-22.63,0.406968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC-2160-2161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.71,6.71,4.94,1.86962e-05,0.000330367,-24.36,1.06939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC-2206-2207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.69,3.29,1.33,0.00480485,0.11556,-21.31,0.278457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC-2224-2225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.49,6.56,2.79,2.38481e-05,0.0108145,-21.84,0.258425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC-2233-2234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.36,5.3,0.91,0.000184213,0.228435,-19.57,0.427527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC-2246-2247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.81,6.56,0.74,2.38481e-05,0.300991,-23.11,0.489822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC-2270-2271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.47,0.2,1.95,0.722884,0.042259,-16.62,0.940428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC-2275-2276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.45,4.25,1.46,0.00101207,0.093584,-19.16,0.204832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC-2317-2318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.68,6.2,3.55,4.2769e-05,0.00315115,-24.43,0.367224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC-2355-2356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.32,3.87,3.18,0.0018749,0.0057437,-23.37,0.5716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC-2369-2370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.21,6.56,1.05,2.38481e-05,0.182016,-21.82,0.244001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC-2381-2382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.99,5.3,2.11,0.000184213,0.0325968,-19.4,0.33883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC-2398-2399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.83,4.0,1.31,0.00151836,0.119371,-19.14,0.363775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC-2441-2442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.29,3.78,3.04,0.00216969,0.00720849,-22.11,0.732166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC-2455-2456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.34,5.66,4.04,0.000102717,0.00142294,-25.04,0.841387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC-2480-2481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.56,0.2,0.85,0.722884,0.251792,-16.61,0.915624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC-2497-2498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.24,6.56,0.81,2.38481e-05,0.268676,-22.61,0.354015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC-2509-2510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.47,4.45,0.92,0.000731608,0.224758,-20.84,0.619248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC-2565-2566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.04,5.84,1.35,7.67018e-05,0.11187,-20.23,0.211508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC-2616-2617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.33,6.3,7.31,3.63633e-05,7.06253e-06,-21.94,0.171688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC-2618-2619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.57,4.66,6.15,0.000520356,4.63834e-05,-21.38,0.933987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC-2718-2719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.29,2.9,5.15,0.00904682,0.000234973,-22.34,0.667284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC-2729-2730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-19.73,5.99,0.91,6.01322e-05,0.228435,-26.63,0.593326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC-2740-2741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.62,3.83,5.9,0.00200062,6.95867e-05,-28.35,0.814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC-2747-2748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.53,6.47,6.31,2.75976e-05,3.57781e-05,-31.31,0.693356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC-2766-2767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.07,0.2,1.34,0.722884,0.1137,-16.61,0.577023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC-2786-2787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.18,5.84,3.91,7.67018e-05,0.00175709,-22.93,0.491804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC-2792-2793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.21,2.7,2.46,0.0125149,0.0184733,-21.37,0.52043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC-2810-2811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.4,5.84,0.63,7.67018e-05,0.359804,-23.87,0.665852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC-2834-2835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.71,5.04,0.68,0.000280887,0.331767,-22.43,0.721017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC-2900-2901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.82,5.35,1.79,0.000169859,0.0547854,-19.96,0.165957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC-2918-2919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.28,3.29,2.14,0.00480485,0.0310481,-22.71,0.771565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC-2959-2960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.4,6.56,3.57,2.38481e-05,0.00305054,-25.53,0.573338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC-2988-2989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.6,0.2,1.82,0.722884,0.0521825,-16.62,0.921312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC-3007-3008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.03,5.79,5.2,8.31837e-05,0.000216664,-25.02,0.68612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC-3022-3023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.85,5.31,5.53,0.000181248,0.000126838,-26.69,0.958391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC-3024-3025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.22,3.76,3.63,0.00224126,0.00276756,-23.61,1.53741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC-3028-3029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.18,4.65,5.79,0.000528868,8.31837e-05,-27.62,0.556347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC-3032-3033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.17,5.34,9.37,0.000172637,2.49671e-07,-32.88,0.983645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC-3113-3114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.08,9.35,7.14,2.57906e-07,9.30577e-06,-30.57,3.14014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC-3120-3121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.23,4.39,5.85,0.000806413,7.54673e-05,-22.47,0.252762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC-3136-3137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.6,6.56,5.05,2.38481e-05,0.000276366,-25.21,0.774322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC-3155-3156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.72,6.03,10.01,5.63535e-05,8.83869e-08,-31.76,53.5683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC-3178-3179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.86,4.5,4.75,0.000674599,0.000449657,-24.11,0.658257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC-3191-3192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.38,0.2,1.04,0.722884,0.184994,-16.62,0.877698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC-3242-3243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.28,6.33,1.2,3.46357e-05,0.142696,-20.81,0.248195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC-3332-3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.19,6.29,3.07,3.69581e-05,0.00686601,-25.55,0.676097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC-3366-3367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.57,6.56,1.31,2.38481e-05,0.119371,-25.44,0.384663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC-3376-3377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.35,6.56,2.64,2.38481e-05,0.0137945,-24.55,0.34925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC-3382-3383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.02,0.2,3.18,0.722884,0.0057437,-14.4,0.455205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC-3426-3427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.81,5.07,1.81,0.000267542,0.0530361,-20.69,0.424455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
