Model,Feature Set,Kernel,C,Gamma,Degree,Coef0,Accuracy Mean,Accuracy Std,Precision Mean,Precision Std,Recall Mean,Recall Std,F1 Mean,F1 Std
"SVM (kernel=poly, C=1000, gamma=0.001, degree=2, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,1000.0,0.001,2,0.1,0.6777777777777778,0.08164965809277258,0.6835497835497837,0.0989401255393677,0.6888888888888889,0.12957670877434,0.6786274509803922,0.0852172292615421
"SVM (kernel=poly, C=1, gamma=auto, degree=2, coef0=1.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,1.0,auto,2,1.0,0.6777777777777778,0.1286204100310025,0.6983333333333334,0.1653615567308328,0.6666666666666666,0.09938079899999065,0.6786119711042311,0.12121366869971385
"SVM (kernel=poly, C=1, gamma=0.1, degree=5, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,1.0,0.1,5,0.1,0.5444444444444445,0.07370277311900889,0.5266666666666666,0.0430944529186389,0.9555555555555555,0.054433105395181765,0.6782051282051282,0.04374031310059481
"SVM (kernel=poly, C=1, gamma=auto, degree=2, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,1.0,auto,2,0.0,0.5555555555555556,0.09296222517045284,0.5336694677871149,0.0592979137530281,0.9333333333333333,0.0888888888888889,0.6781114827201784,0.065966832514811
"SVM (kernel=poly, C=10, gamma=scale, degree=2, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,10.0,scale,2,0.1,0.6777777777777778,0.09558139185602918,0.6905011655011655,0.11386749550350223,0.6888888888888889,0.14740554623801777,0.6780035650623886,0.10138686436408448
"SVM (kernel=poly, C=0.1, gamma=auto, degree=5, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.1,auto,5,0.1,0.5333333333333334,0.05665577237325319,0.5183823529411764,0.031022092808424984,0.9777777777777779,0.04444444444444447,0.6773333333333333,0.03527131619630307
"SVM (kernel=poly, C=0.01, gamma=auto, degree=5, coef0=1.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.01,auto,5,1.0,0.5333333333333334,0.04444444444444447,0.5183823529411764,0.024826386788432544,0.9777777777777779,0.04444444444444447,0.6771282051282052,0.027076923076923068
"SVM (kernel=poly, C=0.01, gamma=scale, degree=5, coef0=1.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.01,scale,5,1.0,0.5333333333333334,0.04444444444444447,0.5183823529411764,0.024826386788432544,0.9777777777777779,0.04444444444444447,0.6771282051282052,0.027076923076923068
"SVM (kernel=poly, C=0.01, gamma=auto, degree=5, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.01,auto,5,0.1,0.5222222222222223,0.027216552697590882,0.5117647058823529,0.014408763192842226,1.0,0.0,0.6769230769230768,0.012561485860426564
"SVM (kernel=poly, C=1000, gamma=0.001, degree=2, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,1000.0,0.001,2,0.0,0.5222222222222223,0.027216552697590882,0.5117647058823529,0.014408763192842226,1.0,0.0,0.6769230769230768,0.012561485860426564
"SVM (kernel=poly, C=0.01, gamma=scale, degree=2, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.01,scale,2,0.1,0.5222222222222223,0.027216552697590882,0.5117647058823529,0.014408763192842226,1.0,0.0,0.6769230769230768,0.012561485860426564
"SVM (kernel=poly, C=0.01, gamma=auto, degree=2, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.01,auto,2,0.1,0.5222222222222223,0.027216552697590882,0.5117647058823529,0.014408763192842226,1.0,0.0,0.6769230769230768,0.012561485860426564
"SVM (kernel=poly, C=0.01, gamma=scale, degree=5, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.01,scale,5,0.0,0.5222222222222223,0.027216552697590882,0.5117647058823529,0.014408763192842226,1.0,0.0,0.6769230769230768,0.012561485860426564
"SVM (kernel=poly, C=0.01, gamma=auto, degree=5, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.01,auto,5,0.0,0.5222222222222223,0.027216552697590882,0.5117647058823529,0.014408763192842226,1.0,0.0,0.6769230769230768,0.012561485860426564
"SVM (kernel=poly, C=0.01, gamma=0.001, degree=2, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.01,0.001,2,0.0,0.5222222222222223,0.027216552697590882,0.5117647058823529,0.014408763192842226,1.0,0.0,0.6769230769230768,0.012561485860426564
"SVM (kernel=poly, C=0.01, gamma=scale, degree=3, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.01,scale,3,0.0,0.5222222222222223,0.027216552697590882,0.5117647058823529,0.014408763192842226,1.0,0.0,0.6769230769230768,0.012561485860426564
"SVM (kernel=poly, C=1000, gamma=0.01, degree=5, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,1000.0,0.01,5,0.0,0.5222222222222223,0.027216552697590882,0.5117647058823529,0.014408763192842226,1.0,0.0,0.6769230769230768,0.012561485860426564
"SVM (kernel=poly, C=0.01, gamma=scale, degree=2, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.01,scale,2,0.0,0.5222222222222223,0.027216552697590882,0.5117647058823529,0.014408763192842226,1.0,0.0,0.6769230769230768,0.012561485860426564
"SVM (kernel=poly, C=0.01, gamma=auto, degree=2, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.01,auto,2,0.0,0.5222222222222223,0.027216552697590882,0.5117647058823529,0.014408763192842226,1.0,0.0,0.6769230769230768,0.012561485860426564
"SVM (kernel=poly, C=0.01, gamma=scale, degree=4, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.01,scale,4,0.0,0.5222222222222223,0.027216552697590882,0.5117647058823529,0.014408763192842226,1.0,0.0,0.6769230769230768,0.012561485860426564
"SVM (kernel=poly, C=0.01, gamma=scale, degree=4, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.01,scale,4,0.1,0.5222222222222223,0.027216552697590882,0.5117647058823529,0.014408763192842226,1.0,0.0,0.6769230769230768,0.012561485860426564
"SVM (kernel=poly, C=0.1, gamma=0.1, degree=3, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.1,0.1,3,0.0,0.5222222222222223,0.027216552697590882,0.5117647058823529,0.014408763192842226,1.0,0.0,0.6769230769230768,0.012561485860426564
"SVM (kernel=poly, C=10, gamma=0.01, degree=2, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,10.0,0.01,2,0.0,0.5222222222222223,0.027216552697590882,0.5117647058823529,0.014408763192842226,1.0,0.0,0.6769230769230768,0.012561485860426564
"SVM (kernel=poly, C=10, gamma=0.01, degree=3, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,10.0,0.01,3,0.1,0.5222222222222223,0.027216552697590882,0.5117647058823529,0.014408763192842226,1.0,0.0,0.6769230769230768,0.012561485860426564
"SVM (kernel=poly, C=0.1, gamma=0.01, degree=3, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.1,0.01,3,0.1,0.5222222222222223,0.027216552697590882,0.5117647058823529,0.014408763192842226,1.0,0.0,0.6769230769230768,0.012561485860426564
"SVM (kernel=poly, C=0.1, gamma=0.001, degree=2, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.1,0.001,2,0.0,0.5222222222222223,0.027216552697590882,0.5117647058823529,0.014408763192842226,1.0,0.0,0.6769230769230768,0.012561485860426564
"SVM (kernel=poly, C=1, gamma=0.01, degree=3, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,1.0,0.01,3,0.1,0.5222222222222223,0.027216552697590882,0.5117647058823529,0.014408763192842226,1.0,0.0,0.6769230769230768,0.012561485860426564
"SVM (kernel=poly, C=1, gamma=0.01, degree=2, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,1.0,0.01,2,0.0,0.5222222222222223,0.027216552697590882,0.5117647058823529,0.014408763192842226,1.0,0.0,0.6769230769230768,0.012561485860426564
"SVM (kernel=poly, C=1, gamma=0.001, degree=2, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,1.0,0.001,2,0.0,0.5222222222222223,0.027216552697590882,0.5117647058823529,0.014408763192842226,1.0,0.0,0.6769230769230768,0.012561485860426564
"SVM (kernel=poly, C=0.1, gamma=0.1, degree=2, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.1,0.1,2,0.0,0.5222222222222223,0.027216552697590882,0.5117647058823529,0.014408763192842226,1.0,0.0,0.6769230769230768,0.012561485860426564
"SVM (kernel=poly, C=10, gamma=0.001, degree=2, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,10.0,0.001,2,0.0,0.5222222222222223,0.027216552697590882,0.5117647058823529,0.014408763192842226,1.0,0.0,0.6769230769230768,0.012561485860426564
"SVM (kernel=poly, C=0.1, gamma=0.01, degree=2, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.1,0.01,2,0.0,0.5222222222222223,0.027216552697590882,0.5117647058823529,0.014408763192842226,1.0,0.0,0.6769230769230768,0.012561485860426564
"SVM (kernel=poly, C=0.01, gamma=scale, degree=3, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.01,scale,3,0.1,0.5222222222222223,0.027216552697590882,0.5117647058823529,0.014408763192842226,1.0,0.0,0.6769230769230768,0.012561485860426564
"SVM (kernel=poly, C=0.01, gamma=auto, degree=3, coef0=1.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.01,auto,3,1.0,0.5222222222222223,0.027216552697590882,0.5117647058823529,0.014408763192842226,1.0,0.0,0.6769230769230768,0.012561485860426564
"SVM (kernel=poly, C=0.01, gamma=0.1, degree=3, coef0=1.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.01,0.1,3,1.0,0.5222222222222223,0.027216552697590882,0.5117647058823529,0.014408763192842226,1.0,0.0,0.6769230769230768,0.012561485860426564
"SVM (kernel=poly, C=100, gamma=0.001, degree=2, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,100.0,0.001,2,0.0,0.5222222222222223,0.027216552697590882,0.5117647058823529,0.014408763192842226,1.0,0.0,0.6769230769230768,0.012561485860426564
"SVM (kernel=poly, C=0.01, gamma=0.1, degree=2, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.01,0.1,2,0.0,0.5222222222222223,0.027216552697590882,0.5117647058823529,0.014408763192842226,1.0,0.0,0.6769230769230768,0.012561485860426564
"SVM (kernel=poly, C=100, gamma=0.01, degree=3, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,100.0,0.01,3,0.0,0.5222222222222223,0.027216552697590882,0.5117647058823529,0.014408763192842226,1.0,0.0,0.6769230769230768,0.012561485860426564
"SVM (kernel=poly, C=0.01, gamma=0.1, degree=5, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.01,0.1,5,0.1,0.5222222222222223,0.027216552697590882,0.5117647058823529,0.014408763192842226,1.0,0.0,0.6769230769230768,0.012561485860426564
"SVM (kernel=poly, C=0.01, gamma=0.01, degree=2, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.01,0.01,2,0.0,0.5222222222222223,0.027216552697590882,0.5117647058823529,0.014408763192842226,1.0,0.0,0.6769230769230768,0.012561485860426564
"SVM (kernel=poly, C=0.01, gamma=auto, degree=4, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.01,auto,4,0.1,0.5222222222222223,0.027216552697590882,0.5117647058823529,0.014408763192842226,1.0,0.0,0.6769230769230768,0.012561485860426564
"SVM (kernel=poly, C=0.01, gamma=0.1, degree=5, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.01,0.1,5,0.0,0.5222222222222223,0.027216552697590882,0.5117647058823529,0.014408763192842226,1.0,0.0,0.6769230769230768,0.012561485860426564
"SVM (kernel=poly, C=0.01, gamma=auto, degree=3, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.01,auto,3,0.1,0.5222222222222223,0.027216552697590882,0.5117647058823529,0.014408763192842226,1.0,0.0,0.6769230769230768,0.012561485860426564
"SVM (kernel=poly, C=100, gamma=0.01, degree=5, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,100.0,0.01,5,0.1,0.5222222222222223,0.027216552697590882,0.5117647058823529,0.014408763192842226,1.0,0.0,0.6769230769230768,0.012561485860426564
"SVM (kernel=poly, C=0.01, gamma=0.01, degree=3, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.01,0.01,3,0.1,0.5222222222222223,0.027216552697590882,0.5117647058823529,0.014408763192842226,1.0,0.0,0.6769230769230768,0.012561485860426564
"SVM (kernel=poly, C=0.01, gamma=0.1, degree=3, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.01,0.1,3,0.1,0.5222222222222223,0.027216552697590882,0.5117647058823529,0.014408763192842226,1.0,0.0,0.6769230769230768,0.012561485860426564
"SVM (kernel=poly, C=0.01, gamma=0.1, degree=2, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.01,0.1,2,0.1,0.5222222222222223,0.027216552697590882,0.5117647058823529,0.014408763192842226,1.0,0.0,0.6769230769230768,0.012561485860426564
"SVM (kernel=poly, C=10, gamma=scale, degree=5, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,10.0,scale,5,0.1,0.6222222222222222,0.0816496580927726,0.6042735042735042,0.08904284825894063,0.7777777777777778,0.0,0.6767676767676767,0.05229163274967591
"SVM (kernel=poly, C=100, gamma=0.1, degree=3, coef0=1.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,100.0,0.1,3,1.0,0.7,0.090267093384844,0.7187878787878788,0.0775757575757576,0.6666666666666666,0.1987615979999813,0.675689223057644,0.12347361410873066
"SVM (kernel=poly, C=10, gamma=0.1, degree=4, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,10.0,0.1,4,0.1,0.611111111111111,0.08606629658238704,0.5932911532911532,0.09316958193094846,0.8,0.0831479419283098,0.6752920509442248,0.06029356593035202
"SVM (kernel=poly, C=100, gamma=scale, degree=2, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,100.0,scale,2,0.0,0.6777777777777778,0.08164965809277258,0.6963131313131313,0.10321675543332805,0.6666666666666666,0.09938079899999065,0.6739043687650499,0.07430245511502084
"SVM (kernel=poly, C=1, gamma=0.1, degree=4, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,1.0,0.1,4,0.1,0.5444444444444445,0.07370277311900889,0.5266666666666666,0.043094452918638906,0.9333333333333332,0.054433105395181765,0.6728717948717949,0.04636884396869052
"SVM (kernel=poly, C=0.01, gamma=1, degree=3, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.01,1,3,0.0,0.6333333333333334,0.11439589045541111,0.6106493506493507,0.10444788542187455,0.7555555555555555,0.12957670877434,0.6728146453089245,0.10647421927077803
"SVM (kernel=poly, C=10, gamma=0.1, degree=3, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,10.0,0.1,3,0.0,0.6333333333333334,0.11439589045541111,0.6106493506493507,0.10444788542187455,0.7555555555555555,0.12957670877434,0.6728146453089245,0.10647421927077803
"SVM (kernel=poly, C=1, gamma=0.1, degree=4, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,1.0,0.1,4,0.0,0.5333333333333334,0.07535922203472524,0.5191176470588236,0.0414251941794214,0.9555555555555555,0.054433105395181765,0.6726153846153846,0.047810275937366205
"SVM (kernel=poly, C=10, gamma=scale, degree=5, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,10.0,scale,5,0.0,0.5888888888888889,0.11439589045541113,0.5774603174603175,0.1081435921963561,0.8222222222222222,0.05443310539518171,0.6722222222222223,0.06953669570969614
"SVM (kernel=poly, C=0.1, gamma=auto, degree=4, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.1,auto,4,0.1,0.5222222222222223,0.05665577237325319,0.5125,0.031161206030025135,0.9777777777777779,0.04444444444444447,0.6722051282051282,0.034578555906798716
"SVM (kernel=poly, C=0.1, gamma=auto, degree=5, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.1,auto,5,0.0,0.5222222222222223,0.05665577237325319,0.5125,0.031161206030025135,0.9777777777777779,0.04444444444444447,0.6722051282051282,0.034578555906798716
"SVM (kernel=poly, C=0.1, gamma=0.1, degree=5, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.1,0.1,5,0.1,0.5222222222222223,0.05665577237325319,0.5125,0.031161206030025135,0.9777777777777779,0.04444444444444447,0.6722051282051282,0.034578555906798716
"SVM (kernel=poly, C=0.1, gamma=auto, degree=4, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.1,auto,4,0.0,0.5222222222222223,0.05665577237325319,0.5125,0.031161206030025135,0.9777777777777779,0.04444444444444447,0.6722051282051282,0.034578555906798716
"SVM (kernel=poly, C=0.1, gamma=scale, degree=4, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.1,scale,4,0.0,0.5222222222222223,0.05665577237325319,0.5125,0.031161206030025135,0.9777777777777779,0.04444444444444447,0.6722051282051282,0.034578555906798716
"SVM (kernel=poly, C=1000, gamma=0.01, degree=5, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,1000.0,0.01,5,0.1,0.5222222222222223,0.05665577237325319,0.5125,0.031161206030025135,0.9777777777777779,0.04444444444444447,0.6722051282051282,0.034578555906798716
"SVM (kernel=poly, C=0.01, gamma=0.1, degree=5, coef0=1.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.01,0.1,5,1.0,0.5222222222222223,0.05665577237325319,0.5125,0.031161206030025135,0.9777777777777779,0.04444444444444447,0.6722051282051282,0.034578555906798716
"SVM (kernel=poly, C=0.1, gamma=scale, degree=4, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.1,scale,4,0.1,0.5222222222222223,0.05665577237325319,0.5125,0.031161206030025135,0.9777777777777779,0.04444444444444447,0.6722051282051282,0.034578555906798716
"SVM (kernel=poly, C=10, gamma=auto, degree=2, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,10.0,auto,2,0.1,0.6666666666666667,0.09938079899999065,0.6849999999999999,0.11907047399661168,0.6888888888888889,0.14740554623801777,0.6721981424148606,0.09486804578280207
"SVM (kernel=poly, C=0.01, gamma=auto, degree=3, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.01,auto,3,0.0,0.5111111111111111,0.022222222222222233,0.5058823529411764,0.011764705882352944,1.0,0.0,0.6717948717948717,0.010256410256410265
"SVM (kernel=poly, C=1000, gamma=0.001, degree=3, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,1000.0,0.001,3,0.0,0.5111111111111111,0.022222222222222233,0.5058823529411764,0.011764705882352944,1.0,0.0,0.6717948717948717,0.010256410256410265
"SVM (kernel=poly, C=0.01, gamma=0.001, degree=3, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.01,0.001,3,0.0,0.5111111111111111,0.022222222222222233,0.5058823529411764,0.011764705882352944,1.0,0.0,0.6717948717948717,0.010256410256410265
"SVM (kernel=poly, C=0.01, gamma=0.01, degree=3, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.01,0.01,3,0.0,0.5111111111111111,0.022222222222222233,0.5058823529411764,0.011764705882352944,1.0,0.0,0.6717948717948717,0.010256410256410265
"SVM (kernel=poly, C=0.01, gamma=0.1, degree=3, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.01,0.1,3,0.0,0.5111111111111111,0.022222222222222233,0.5058823529411764,0.011764705882352944,1.0,0.0,0.6717948717948717,0.010256410256410265
"SVM (kernel=poly, C=0.01, gamma=0.1, degree=4, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.01,0.1,4,0.1,0.5111111111111111,0.022222222222222233,0.5058823529411764,0.011764705882352944,1.0,0.0,0.6717948717948717,0.010256410256410265
"SVM (kernel=poly, C=0.01, gamma=0.1, degree=4, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.01,0.1,4,0.0,0.5111111111111111,0.022222222222222233,0.5058823529411764,0.011764705882352944,1.0,0.0,0.6717948717948717,0.010256410256410265
"SVM (kernel=poly, C=100, gamma=0.001, degree=3, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,100.0,0.001,3,0.0,0.5111111111111111,0.022222222222222233,0.5058823529411764,0.011764705882352944,1.0,0.0,0.6717948717948717,0.010256410256410265
"SVM (kernel=poly, C=0.01, gamma=0.01, degree=4, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.01,0.01,4,0.1,0.5111111111111111,0.022222222222222233,0.5058823529411764,0.011764705882352944,1.0,0.0,0.6717948717948717,0.010256410256410265
