id2,E_MERS_1,ED1_MERS_1,ED2_MERS_1,Pu1_MERS_1,Pu2_MERS_1,E_hybrid_MERS_1,P_E_MERS_1,E_MERS_2,ED1_MERS_2,ED2_MERS_2,Pu1_MERS_2,Pu2_MERS_2,E_hybrid_MERS_2,P_E_MERS_2,E_MERS_3,ED1_MERS_3,ED2_MERS_3,Pu1_MERS_3,Pu2_MERS_3,E_hybrid_MERS_3,P_E_MERS_3
GU-556-557,,,,,,,,-15.94,6.93,4.11,1.30837e-05,0.00127017,-26.98,0.846375,,,,,,,
GU-568-569,,,,,,,,-14.37,3.62,4.36,0.00281283,0.000846637,-22.35,0.940138,,,,,,,
GU-626-627,,,,,,,,-16.45,4.71,1.9,0.000479808,0.0458303,-23.06,0.853874,,,,,,,
GU-634-635,,,,,,,,-17.56,4.78,7.5,0.000428294,5.18891e-06,-29.84,0.61814,,,,,,,
GU-658-659,,,,,,,,-11.15,7.81,4.94,3.13785e-06,0.000330367,-23.9,0.774936,,,,,,,
GU-676-677,,,,,,,,-16.34,5.83,4.95,7.79565e-05,0.00032505,-27.12,0.92114,,,,,,,
GU-696-697,,,,,,,,-14.38,5.72,6.7,9.3189e-05,1.90021e-05,-26.8,0.793538,,,,,,,
GU-707-708,,,,,,,,-14.18,9.54,5.09,1.89486e-07,0.000258999,-28.81,0.342238,,,,,,,
GU-729-730,,,,,,,,-15.66,8.37,2.89,1.26481e-06,0.0091948,-26.92,0.50898,,,,,,,
GU-748-749,,,,,,,,-7.86,0.23,0.37,0.68854,0.548627,-8.46,0.513016,,,,,,,
GU-753-754,,,,,,,,-10.65,5.02,4.47,0.000290151,0.000708248,-20.14,0.768131,,,,,,,
AC-14-15,,,,,,,,-15.58,10.05,1.85,8.28326e-08,0.0497033,-27.48,0.883653,,,,,,,
AC-39-40,,,,,,,,-15.94,7.89,6.13,2.75588e-06,4.79132e-05,-29.96,0.735112,,,,,,,
AC-50-51,,,,,,,,-17.34,6.74,6.36,1.7808e-05,3.29901e-05,-30.44,1349.95,,,,,,,
AC-57-58,,,,,,,,-16.44,4.31,4.29,0.000918185,0.000948469,-25.04,0.951103,,,,,,,
AC-63-64,,,,,,,,-17.58,6.24,1.98,4.00814e-05,0.0402513,-25.8,0.731318,,,,,,,
AC-84-85,,,,,,,,-12.02,3.39,3.38,0.00408521,0.00415203,-18.79,0.724209,,,,,,,
AC-114-115,,,,,,,,-17.19,6.04,7.61,5.54465e-05,4.34074e-06,-30.84,0.607744,,,,,,,
AC-195-196,,,,,,,,-11.6,9.49,15.25,2.05499e-07,1.79468e-11,-36.34,1194.15,,,,,,,
AC-197-198,,,,,,,,-13.45,9.4,10.52,2.37809e-07,3.86378e-08,-33.37,1.64759,,,,,,,
AC-206-207,,,,,,,,-20.41,3.63,5.48,0.00276756,0.000137557,-29.52,0.528882,,,,,,,
AC-222-223,,,,,,,,-14.22,10.58,9.74,3.50537e-08,1.36976e-07,-34.54,1.25327,,,,,,,
AC-236-237,,,,,,,,-17.53,9.33,7.75,2.66412e-07,3.45869e-06,-34.61,0.913888,,,,,,,
AC-251-252,,,,,,,,-17.02,8.57,8.71,9.14309e-07,7.2852e-07,-34.3,0.900769,,,,,,,
AC-301-302,,,,,,,,-18.93,8.96,5.86,4.85598e-07,7.42527e-05,-33.75,0.956766,,,,,,,
AC-312-313,,,,,,,,-18.99,5.66,5.63,0.000102717,0.000107841,-30.28,525.051,,,,,,,
AC-317-318,,,,,,,,-24.28,5.47,4.96,0.000139807,0.000319818,-34.71,0.707995,,,,,,,
AC-336-337,,,,,,,,-13.57,8.91,8.43,5.26635e-07,1.14748e-06,-30.91,0.951838,,,,,,,
AC-339-340,,,,,,,,-19.2,6.91,4.74,1.35152e-05,0.000457012,-30.85,0.888324,,,,,,,
AC-354-355,,,,,,,,-20.03,6.98,8.71,1.20642e-05,7.2852e-07,-35.72,0.748084,,,,,,,
AC-363-364,,,,,,,,-19.61,6.9,5.37,1.37363e-05,0.000164435,-31.88,0.663488,,,,,,,
AC-390-391,,,,,,,,-16.64,7.82,9.34,3.08735e-06,2.62125e-07,-33.8,52.9506,,,,,,,
AC-395-396,,,,,,,,-19.73,5.65,3.83,0.000104398,0.00200062,-29.21,0.676545,,,,,,,
AC-404-405,,,,,,,,-16.81,10.85,6.57,2.26191e-08,2.34642e-05,-34.23,0.721704,,,,,,,
AC-415-416,,,,,,,,-13.73,10.68,9.46,2.98035e-08,2.15749e-07,-33.87,3022.65,,,,,,,
AC-425-426,,,,,,,,-16.22,9.44,5.18,2.22865e-07,0.00022381,-30.84,0.854048,,,,,,,
AC-450-451,,,,,,,,-13.95,8.62,4.15,8.43064e-07,0.00119035,-26.72,0.272924,,,,,,,
AC-459-460,,,,,,,,-21.86,8.31,3.25,1.39413e-06,0.00512703,-33.42,0.816145,,,,,,,
AC-519-520,,,,,,,,-17.02,7.66,3.82,4.00249e-06,0.00203335,-28.5,0.681821,,,,,,,
AC-543-544,,,,,,,,-16.88,7.42,4.89,5.90811e-06,0.000358286,-29.19,0.964746,,,,,,,
AC-546-547,,,,,,,,-13.57,7.76,6.79,3.40302e-06,1.64203e-05,-28.12,1.13702,,,,,,,
AC-563-564,,,,,,,,-18.9,5.59,1.72,0.000115072,0.0613749,-26.21,0.457142,,,,,,,
AC-570-571,,,,,,,,-17.28,4.13,4.27,0.00122961,0.000979753,-25.68,0.649079,,,,,,,
AC-576-577,,,,,,,,-17.63,4.14,7.23,0.00120982,8.04143e-06,-29.0,3.9337,,,,,,,
AC-582-583,,,,,,,,-16.96,5.17,7.54,0.000227471,4.86283e-06,-29.67,0.551886,,,,,,,
AC-588-589,,,,,,,,-18.66,5.22,6.32,0.000209746,3.52023e-05,-30.2,0.667716,,,,,,,
AC-590-591,,,,,,,,-19.96,6.56,4.14,2.38481e-05,0.00120982,-30.66,0.934913,,,,,,,
AC-606-607,,,,,,,,-10.23,10.43,7.97,4.47128e-08,2.4204e-06,-28.63,0.352879,,,,,,,
AC-631-632,,,,,,,,-15.26,4.79,4.94,0.0004214,0.000330367,-24.99,0.968161,,,,,,,
AC-636-637,,,,,,,,-15.63,4.79,6.37,0.0004214,3.24592e-05,-26.79,0.776981,,,,,,,
AC-686-687,,,,,,,,-16.59,4.8,3.44,0.000414618,0.00376688,-24.83,0.59892,,,,,,,
AC-722-723,,,,,,,,-19.55,5.27,4.47,0.000193402,0.000708248,-29.29,0.928719,,,,,,,
AC-744-745,,,,,,,,-6.67,0.38,0.65,0.539797,0.348316,-7.7,0.595984,,,,,,,
AC-757-758,,,,,,,,-17.38,4.35,4.46,0.000860486,0.000719833,-26.19,0.962029,,,,,,,
GC-35-36,,,,,,,,-11.86,8.62,3.76,8.43064e-07,0.00224126,-24.24,0.455274,,,,,,,
GC-37-38,,,,,,,,-14.18,7.78,4.17,3.29437e-06,0.00115234,-26.13,110.445,,,,,,,
GC-41-42,,,,,,,,-13.73,7.86,6.67,2.89334e-06,1.99499e-05,-28.26,1.4129,,,,,,,
GC-97-98,,,,,,,,-13.25,5.82,2.12,7.92317e-05,0.0320722,-21.19,0.816237,,,,,,,
GC-103-104,,,,,,,,-15.78,5.48,7.9,0.000137557,2.71152e-06,-29.16,0.813822,,,,,,,
GC-111-112,,,,,,,,-14.89,6.54,6.88,2.46346e-05,1.41894e-05,-28.31,0.690217,,,,,,,
GC-125-126,,,,,,,,-18.67,7.29,2.82,7.29548e-06,0.0103007,-28.78,0.955826,,,,,,,
GC-138-139,,,,,,,,-14.42,12.08,5.64,3.07432e-09,0.000106105,-32.14,0.63021,,,,,,,
GC-140-141,,,,,,,,-12.65,2.47,2.9,0.018176,0.00904682,-18.02,0.415688,,,,,,,
GC-143-144,,,,,,,,-15.18,13.6,10.41,2.61018e-10,4.61876e-08,-39.19,0.922545,,,,,,,
GC-145-146,,,,,,,,-15.56,13.67,12.76,2.32994e-10,1.01996e-09,-41.99,0.80825,,,,,,,
GC-155-156,,,,,,,,-13.84,14.03,12.69,1.29918e-10,1.14264e-09,-40.56,0.664817,,,,,,,
GC-158-159,,,,,,,,-12.13,13.64,15.22,2.44616e-10,1.8842e-11,-40.99,150.35,,,,,,,
GC-164-165,,,,,,,,-18.05,11.69,9.56,5.78848e-09,1.83435e-07,-39.3,0.726026,,,,,,,
GC-166-167,,,,,,,,-15.77,11.13,10.98,1.43606e-08,1.83177e-08,-37.88,0.89279,,,,,,,
GC-171-172,,,,,,,,-16.97,9.01,4.41,4.47759e-07,0.000780665,-30.39,0.959663,,,,,,,
GC-184-185,,,,,,,,-17.3,9.55,4.43,1.86436e-07,0.000755738,-31.28,0.818662,,,,,,,
GC-187-188,,,,,,,,-20.32,9.42,4.75,2.30216e-07,0.000449657,-34.49,0.933559,,,,,,,
GC-193-194,,,,,,,,-15.53,9.65,10.11,1.58513e-07,7.51488e-08,-35.29,0.976034,,,,,,,
GC-199-200,,,,,,,,-10.05,1.03,0.01,0.18802,0.983906,-11.09,0.525172,,,,,,,
GC-209-210,,,,,,,,-22.56,4.13,2.76,0.00122961,0.011354,-29.45,0.953157,,,,,,,
GC-212-213,,,,,,,,-17.3,5.71,6.76,9.47133e-05,1.72394e-05,-29.77,0.984309,,,,,,,
GC-230-231,,,,,,,,-15.95,8.09,7.72,1.99218e-06,3.63121e-06,-31.76,0.753181,,,,,,,
GC-241-242,,,,,,,,-15.2,8.24,8.43,1.56182e-06,1.14748e-06,-31.87,49.6098,,,,,,,
GC-244-245,,,,,,,,-19.4,7.21,5.13,8.30665e-06,0.000242723,-31.74,0.946978,,,,,,,
GC-247-248,,,,,,,,-19.33,7.74,5.3,3.51527e-06,0.000184213,-32.37,0.811925,,,,,,,
GC-257-258,,,,,,,,-21.58,6.51,4.61,2.58634e-05,0.00056433,-32.7,0.466621,,,,,,,
GC-260-261,,,,,,,,-20.14,6.61,8.16,2.19897e-05,1.77829e-06,-34.91,0.526118,,,,,,,
GC-267-268,,,,,,,,-19.98,11.72,5.74,5.51347e-09,9.02135e-05,-37.44,0.550423,,,,,,,
GC-269-270,,,,,,,,-15.3,0.2,1.1,0.722884,0.167833,-16.6,0.750784,,,,,,,
GC-272-273,,,,,,,,-12.66,8.96,3.93,4.85598e-07,0.00170098,-25.55,0.431837,,,,,,,
GC-275-276,,,,,,,,-12.85,16.9,8.67,1.23397e-12,7.7737e-07,-38.42,0.700687,,,,,,,
GC-280-281,,,,,,,,-13.73,14.26,8.86,8.94535e-11,5.7114e-07,-36.85,6.45585,,,,,,,
GC-284-285,,,,,,,,-12.97,11.49,11.0,8.00748e-09,1.77328e-08,-35.46,30.8788,,,,,,,
GC-286-287,,,,,,,,-11.36,13.01,11.74,6.79858e-10,5.33743e-09,-36.11,0.552145,,,,,,,
GC-291-292,,,,,,,,-21.58,7.84,4.68,2.98877e-06,0.000503741,-34.1,0.921708,,,,,,,
GC-298-299,,,,,,,,-15.45,9.36,6.73,2.53755e-07,1.80993e-05,-31.54,0.738815,,,,,,,
GC-324-325,,,,,,,,-17.54,9.23,7.28,3.13343e-07,7.41481e-06,-34.05,0.563097,,,,,,,
GC-329-330,,,,,,,,-14.35,8.73,10.71,7.05258e-07,2.83876e-08,-33.79,0.89549,,,,,,,
GC-333-334,,,,,,,,-9.04,8.99,12.04,4.62527e-07,3.28046e-09,-30.07,0.476797,,,,,,,
GC-348-349,,,,,,,,-16.25,5.84,6.95,7.67018e-05,1.26659e-05,-29.04,0.54384,,,,,,,
GC-351-352,,,,,,,,-20.66,6.44,5.73,2.89742e-05,9.16891e-05,-32.83,0.642374,,,,,,,
GC-357-358,,,,,,,,-13.57,6.79,9.92,1.64203e-05,1.02284e-07,-30.28,0.57016,,,,,,,
GC-360-361,,,,,,,,-17.16,6.79,6.54,1.64203e-05,2.46346e-05,-30.49,0.984509,,,,,,,
GC-368-369,,,,,,,,-11.8,0.2,1.3,0.722884,0.121324,-13.3,0.299826,,,,,,,
GC-382-383,,,,,,,,-14.03,7.59,6.27,4.48391e-06,3.81771e-05,-27.89,0.906233,,,,,,,
GC-385-386,,,,,,,,-15.28,7.69,7.59,3.81233e-06,4.48391e-06,-30.56,465.047,,,,,,,
GC-388-389,,,,,,,,-12.27,7.07,9.95,1.0425e-05,9.74243e-08,-29.29,0.836628,,,,,,,
GC-397-398,,,,,,,,-21.27,5.44,3.45,0.00014678,0.00370625,-30.16,0.963168,,,,,,,
GC-407-408,,,,,,,,-16.15,11.15,5.93,1.39021e-08,6.62806e-05,-33.23,0.954514,,,,,,,
GC-409-410,,,,,,,,-16.25,11.92,4.71,3.9856e-09,0.000479808,-32.88,0.923116,,,,,,,
GC-417-418,,,,,,,,-13.1,6.46,9.54,2.80491e-05,1.89486e-07,-29.1,0.971085,,,,,,,
GC-422-423,,,,,,,,-15.63,8.66,4.91,7.90086e-07,0.000346846,-29.2,0.911679,,,,,,,
GC-439-440,,,,,,,,-15.45,7.23,4.82,8.04143e-06,0.00040138,-27.5,0.410059,,,,,,,
GC-476-477,,,,,,,,-14.73,0.2,1.69,0.722884,0.0644363,-16.62,0.611681,,,,,,,
GC-513-514,,,,,,,,-16.36,6.98,3.73,1.20642e-05,0.00235305,-27.07,0.937036,,,,,,,
GC-532-533,,,,,,,,-15.0,3.29,3.02,0.00480485,0.00744624,-21.31,0.428919,,,,,,,
GC-551-552,,,,,,,,-16.09,2.55,1.74,0.0159634,0.0594152,-20.38,0.533806,,,,,,,
GC-580-581,,,,,,,,-20.27,4.61,5.12,0.00056433,0.000246694,-30.0,0.975817,,,,,,,
GC-586-587,,,,,,,,-20.4,5.76,6.23,8.7333e-05,4.07371e-05,-32.39,0.977088,,,,,,,
GC-612-613,,,,,,,,-13.35,6.24,1.23,4.00814e-05,0.135917,-20.82,0.482866,,,,,,,
GC-620-621,,,,,,,,-12.91,11.75,4.27,5.25152e-09,0.000979753,-28.93,2.83335,,,,,,,
GC-639-640,,,,,,,,-12.13,2.55,5.08,0.0159634,0.000263236,-19.76,0.587624,,,,,,,
GC-645-646,,,,,,,,-10.39,0.2,2.72,0.722884,0.0121153,-13.31,0.964434,,,,,,,
GC-649-650,,,,,,,,-15.4,9.57,7.45,1.80483e-07,5.62741e-06,-32.42,0.95176,,,,,,,
GC-652-653,,,,,,,,-13.05,0.2,3.37,0.722884,0.00421995,-16.62,0.632703,,,,,,,
GC-673-674,,,,,,,,-18.01,5.69,0.72,9.78372e-05,0.310919,-24.42,0.496815,,,,,,,
GC-691-692,,,,,,,,-11.5,4.46,5.49,0.000719833,0.000135343,-21.45,391.894,,,,,,,
GC-701-702,,,,,,,,-16.05,4.66,2.02,0.000520356,0.0377219,-22.73,0.289663,,,,,,,
GC-713-714,,,,,,,,-13.82,4.18,2.5,0.0011338,0.0173125,-20.5,0.444195,,,,,,,
GC-717-718,,,,,,,,-10.78,8.71,8.24,7.2852e-07,1.56182e-06,-27.73,1.86346,,,,,,,
GC-731-732,,,,,,,,-13.39,10.71,4.4,2.83876e-08,0.000793435,-28.5,0.604909,,,,,,,
GC-741-742,,,,,,,,-11.43,0.2,4.97,0.722884,0.000314671,-16.6,0.957349,,,,,,,
GC-761-762,,,,,,,,-18.14,3.91,5.02,0.00175709,0.000290151,-27.07,0.497723,,,,,,,
GC-765-766,,,,,,,,-16.64,0.88,3.42,0.239829,0.00389112,-20.94,0.543101,,,,,,,
AU-30-31,,,,,,,,,,,,,,,-6.58,3.41,3.41,0.00395477,0.00395477,-13.4,0.652572
AU-32-33,,,,,,,,,,,,,,,-9.26,2.67,2.67,0.0131391,0.0131391,-14.6,0.575199
AU-60-61,,,,,,,,,,,,,,,-10.04,3.08,3.08,0.0067555,0.0067555,-16.2,1.2384
AU-71-72,,,,,,,,,,,,,,,-10.72,1.32,1.32,0.11745,0.11745,-13.36,0.833823
AU-77-78,,,,,,,,,,,,,,,-10.94,1.73,1.73,0.0603871,0.0603871,-14.4,0.962055
AU-86-87,,,,,,,,,,,,,,,-4.58,1.81,1.81,0.0530361,0.0530361,-8.2,0.529335
AU-90-91,,,,,,,,,,,,,,,-2.86,3.02,3.02,0.00744624,0.00744624,-8.9,0.569318
AU-93-94,,,,,,,,,,,,,,,-7.1,3.73,3.73,0.00235305,0.00235305,-14.56,0.503527
AU-123-124,,,,,,,,,,,,,,,-11.04,1.18,1.18,0.147403,0.147403,-13.4,0.805412
AU-132-133,,,,,,,,,,,,,,,-6.46,3.47,3.47,0.00358791,0.00358791,-13.4,0.721211
AU-173-174,,,,,,,,,,,,,,,-1.32,5.74,5.74,9.02135e-05,9.02135e-05,-12.8,2.38312
AU-204-205,,,,,,,,,,,,,,,-6.74,3.31,3.31,0.00465143,0.00465143,-13.36,0.472189
AU-214-215,,,,,,,,,,,,,,,-15.04,0.28,0.28,0.634887,0.634887,-15.6,0.51607
AU-374-375,,,,,,,,,,,,,,,-12.88,4.87,4.87,0.000370103,0.000370103,-22.62,0.992873
AU-470-471,,,,,,,,,,,,,,,-2.2,1.64,0.02,0.0698817,0.96807,-3.86,0.347875
AU-500-501,,,,,,,,,,,,,,,-10.74,1.33,1.33,0.11556,0.11556,-13.4,0.842109
AU-527-528,,,,,,,,,,,,,,,-13.7,5.75,5.75,8.87615e-05,8.87615e-05,-25.2,51.54
AU-548-549,,,,,,,,,,,,,,,-10.16,6.92,6.92,1.32977e-05,1.32977e-05,-24.0,0.798952
AU-560-561,,,,,,,,,,,,,,,-11.36,1.02,1.02,0.191095,0.191095,-13.4,0.630695
AU-596-597,,,,,,,,,,,,,,,-10.86,1.27,1.27,0.127376,0.127376,-13.4,0.846873
AU-603-604,,,,,,,,,,,,,,,-11.6,4.0,4.0,0.00151836,0.00151836,-19.6,15.46
AU-618-619,,,,,,,,,,,,,,,-6.9,3.25,3.25,0.00512703,0.00512703,-13.4,0.863824
AU-647-648,,,,,,,,,,,,,,,-4.44,1.88,1.88,0.0473419,0.0473419,-8.2,0.843514
AU-663-664,,,,,,,,,,,,,,,-12.42,0.49,0.49,0.451563,0.451563,-13.4,0.636192
AU-759-760,,,,,,,,,,,,,,,-7.94,0.79,0.79,0.277537,0.277537,-9.52,0.682627
GU-55-56,,,,,,,,,,,,,,,-10.04,4.58,4.58,0.000592479,0.000592479,-19.2,32.822
GU-74-75,,,,,,,,,,,,,,,-12.44,0.48,0.48,0.458949,0.458949,-13.4,0.774408
GU-82-83,,,,,,,,,,,,,,,-7.1,6.15,6.15,4.63834e-05,4.63834e-05,-19.4,38.3147
GU-100-101,,,,,,,,,,,,,,,-1.9,2.26,2.26,0.025555,0.025555,-6.42,0.265716
GU-118-119,,,,,,,,,,,,,,,-6.58,6.41,6.41,3.04195e-05,3.04195e-05,-19.4,1.29743
GU-134-135,,,,,,,,,,,,,,,-7.48,3.17,3.17,0.00583766,0.00583766,-13.82,0.319439
GU-227-228,,,,,,,,,,,,,,,-10.9,5.65,5.65,0.000104398,0.000104398,-22.2,3.72346
GU-296-297,,,,,,,,,,,,,,,-5.74,6.12,6.12,4.8697e-05,4.8697e-05,-17.98,0.305176
GU-308-309,,,,,,,,,,,,,,,-8.98,2.21,2.21,0.0277146,0.0277146,-13.4,0.307916
GU-376-377,,,,,,,,,,,,,,,-9.16,7.42,7.42,5.90811e-06,5.90811e-06,-24.0,1.42718
GU-428-429,,,,,,,,,,,,,,,-3.68,4.78,4.78,0.000428294,0.000428294,-13.24,0.890325
GU-431-432,,,,,,,,,,,,,,,-5.24,4.03,4.03,0.00144622,0.00144622,-13.3,0.893904
GU-455-456,,,,,,,,,,,,,,,-13.12,1.65,1.65,0.068757,0.068757,-16.42,5.9142
GU-473-474,,,,,,,,,,,,,,,-8.82,2.27,2.27,0.0251437,0.0251437,-13.36,0.706115
GU-487-488,,,,,,,,,,,,,,,-11.74,0.83,0.83,0.260097,0.260097,-13.4,0.617698
GU-492-493,,,,,,,,,,,,,,,-12.42,0.42,0.42,0.505876,0.505876,-13.26,0.833249
GU-497-498,,,,,,,,,,,,,,,-12.12,0.94,0.94,0.217582,0.217582,-14.0,0.73038
GU-502-503,,,,,,,,,,,,,,,-11.82,0.77,0.77,0.286691,0.286691,-13.36,0.768784
GU-504-505,,,,,,,,,,,,,,,-12.24,0.56,0.56,0.403081,0.403081,-13.36,0.716649
GU-506-507,,,,,,,,,,,,,,,-9.9,1.73,1.73,0.0603871,0.0603871,-13.36,0.696612
GU-515-516,,,,,,,,,,,,,,,-3.6,2.39,2.39,0.0206953,0.0206953,-8.38,0.933991
GU-529-530,,,,,,,,,,,,,,,-9.12,6.54,6.54,2.46346e-05,2.46346e-05,-22.2,1.00233
GU-539-540,,,,,,,,,,,,,,,-12.2,6.2,6.2,4.2769e-05,4.2769e-05,-24.6,1.80366
GU-556-557,,,,,,,,,,,,,,,-10.48,1.46,1.46,0.093584,0.093584,-13.4,0.867294
GU-568-569,,,,,,,,,,,,,,,-6.22,4.1,4.1,0.00129095,0.00129095,-14.42,10.4778
GU-626-627,,,,,,,,,,,,,,,-9.96,1.68,1.68,0.0654903,0.0654903,-13.32,0.457973
GU-634-635,,,,,,,,,,,,,,,-12.6,7.5,7.5,5.18891e-06,5.18891e-06,-27.6,220.52
GU-658-659,,,,,,,,,,,,,,,-1.94,4.93,4.93,0.000335771,0.000335771,-11.8,6.5191
GU-676-677,,,,,,,,,,,,,,,-2.9,4.8,4.8,0.000414618,0.000414618,-12.5,4.54379
GU-707-708,,,,,,,,,,,,,,,-7.82,2.79,2.79,0.0108145,0.0108145,-13.4,0.854647
GU-729-730,,,,,,,,,,,,,,,-8.72,2.32,2.32,0.0231844,0.0231844,-13.36,0.735285
GU-753-754,,,,,,,,,,,,,,,-13.64,4.43,4.43,0.000755738,0.000755738,-22.5,275.187
AC-14-15,,,,,,,,,,,,,,,-11.5,1.03,1.03,0.18802,0.18802,-13.56,0.817919
AC-50-51,,,,,,,,,,,,,,,-3.98,6.36,6.36,3.29901e-05,3.29901e-05,-16.7,0.958091
AC-57-58,,,,,,,,,,,,,,,-11.82,4.29,4.29,0.000948469,0.000948469,-20.4,5.3585
AC-63-64,,,,,,,,,,,,,,,-13.32,0.77,0.77,0.286691,0.286691,-14.86,0.288381
AC-84-85,,,,,,,,,,,,,,,-7.86,1.93,1.93,0.0436529,0.0436529,-11.72,0.301274
AC-114-115,,,,,,,,,,,,,,,-3.18,7.61,7.61,4.34074e-06,4.34074e-06,-18.4,9.59763
AC-195-196,,,,,,,,,,,,,,,-2.5,15.25,15.25,1.79468e-11,1.79468e-11,-33.0,11.9213
AC-197-198,,,,,,,,,,,,,,,-5.96,10.52,10.52,3.86378e-08,3.86378e-08,-27.0,0.695443
AC-206-207,,,,,,,,,,,,,,,-11.38,5.06,5.06,0.000271918,0.000271918,-21.5,0.670651
AC-222-223,,,,,,,,,,,,,,,-11.02,0.19,0.19,0.734709,0.734709,-11.4,0.547682
AC-236-237,,,,,,,,,,,,,,,-11.06,0.17,0.17,0.758942,0.758942,-11.4,0.533628
AC-251-252,,,,,,,,,,,,,,,-9.5,2.7,2.7,0.0125149,0.0125149,-14.9,52.07
AC-301-302,,,,,,,,,,,,,,,-0.83,2.42,0.68,0.019712,0.331767,-3.93,0.257571
AC-312-313,,,,,,,,,,,,,,,-10.34,5.63,5.63,0.000107841,0.000107841,-21.6,0.781084
AC-317-318,,,,,,,,,,,,,,,-6.72,4.94,4.94,0.000330367,0.000330367,-16.6,0.938496
AC-336-337,,,,,,,,,,,,,,,-4.15,7.99,2.46,2.34312e-06,0.0184733,-14.6,0.446681
AC-339-340,,,,,,,,,,,,,,,-10.44,0.67,0.67,0.337194,0.337194,-11.78,0.580152
AC-354-355,,,,,,,,,,,,,,,-12.04,0.71,0.71,0.316005,0.316005,-13.46,0.785106
AC-363-364,,,,,,,,,,,,,,,-10.12,0.79,0.79,0.277537,0.277537,-11.7,0.549653
AC-390-391,,,,,,,,,,,,,,,-9.26,0.22,0.22,0.699803,0.699803,-9.7,0.984849
AC-395-396,,,,,,,,,,,,,,,-7.9,3.4,2.82,0.00401946,0.0103007,-14.12,0.360835
AC-404-405,,,,,,,,,,,,,,,-15.38,4.29,4.29,0.000948469,0.000948469,-23.96,0.966295
AC-415-416,,,,,,,,,,,,,,,-4.12,1.13,1.13,0.159859,0.159859,-6.38,0.767755
AC-450-451,,,,,,,,,,,,,,,-5.68,3.12,3.12,0.00633099,0.00633099,-11.92,0.260665
AC-459-460,,,,,,,,,,,,,,,-7.9,2.74,2.74,0.0117285,0.0117285,-13.38,0.635627
AC-519-520,,,,,,,,,,,,,,,-10.14,2.38,2.38,0.0210338,0.0210338,-14.9,0.342735
AC-543-544,,,,,,,,,,,,,,,-13.44,3.88,3.88,0.00184473,0.00184473,-21.2,0.859511
AC-546-547,,,,,,,,,,,,,,,-10.02,6.79,6.79,1.64203e-05,1.64203e-05,-23.6,0.68456
AC-563-564,,,,,,,,,,,,,,,-11.96,1.72,1.72,0.0613749,0.0613749,-15.4,1.40779
AC-570-571,,,,,,,,,,,,,,,-12.46,4.27,4.27,0.000979753,0.000979753,-21.0,0.723078
AC-576-577,,,,,,,,,,,,,,,-11.22,0.87,0.87,0.243752,0.243752,-12.96,0.720865
AC-582-583,,,,,,,,,,,,,,,-10.48,3.84,3.84,0.00196842,0.00196842,-18.16,454.578
AC-588-589,,,,,,,,,,,,,,,-3.2,2.2,2.2,0.028168,0.028168,-7.6,0.970935
AC-590-591,,,,,,,,,,,,,,,-10.14,0.83,0.83,0.260097,0.260097,-11.8,0.99373
AC-606-607,,,,,,,,,,,,,,,-3.5,1.39,1.39,0.10484,0.10484,-6.28,0.498016
AC-631-632,,,,,,,,,,,,,,,-8.14,4.93,4.93,0.000335771,0.000335771,-18.0,22.2722
AC-636-637,,,,,,,,,,,,,,,-9.16,1.21,1.21,0.140399,0.140399,-11.58,0.572654
AC-686-687,,,,,,,,,,,,,,,-6.94,2.89,2.89,0.0091948,0.0091948,-12.72,0.176752
AC-722-723,,,,,,,,,,,,,,,-4.76,4.07,4.07,0.00135534,0.00135534,-12.9,3.11637
AC-744-745,,,,,,,,,,,,,,,-2.22,10.19,10.19,6.60009e-08,6.60009e-08,-22.6,4.73976
AC-757-758,,,,,,,,,,,,,,,-7.38,4.46,4.46,0.000719833,0.000719833,-16.3,0.418708
GC-35-36,,,,,,,,,,,,,,,-13.48,3.76,3.76,0.00224126,0.00224126,-21.0,189.639
GC-37-38,,,,,,,,,,,,,,,-5.04,5.85,5.85,7.54673e-05,7.54673e-05,-16.74,3.55145
GC-97-98,,,,,,,,,,,,,,,-11.18,2.11,2.11,0.0325968,0.0325968,-15.4,2.99755
GC-103-104,,,,,,,,,,,,,,,-2.14,1.48,1.48,0.0905958,0.0905958,-5.1,0.450017
GC-111-112,,,,,,,,,,,,,,,-6.06,6.87,6.87,1.44215e-05,1.44215e-05,-19.8,3.24032
GC-125-126,,,,,,,,,,,,,,,-7.76,2.48,2.48,0.0178835,0.0178835,-12.72,0.283983
GC-138-139,,,,,,,,,,,,,,,-12.72,5.64,5.64,0.000106105,0.000106105,-24.0,525.056
GC-140-141,,,,,,,,,,,,,,,-11.44,11.23,11.23,1.22097e-08,1.22097e-08,-33.9,1.78261
GC-143-144,,,,,,,,,,,,,,,-10.56,0.98,0.98,0.203909,0.203909,-12.52,0.749694
GC-145-146,,,,,,,,,,,,,,,-11.3,3.42,3.42,0.00389112,0.00389112,-18.14,0.885274
GC-155-156,,,,,,,,,,,,,,,-11.72,12.69,12.69,1.14264e-09,1.14264e-09,-37.1,2.77321
GC-158-159,,,,,,,,,,,,,,,-5.36,15.22,15.22,1.8842e-11,1.8842e-11,-35.8,2.37475
GC-164-165,,,,,,,,,,,,,,,-11.08,7.14,7.14,9.30577e-06,9.30577e-06,-25.36,0.742011
GC-166-167,,,,,,,,,,,,,,,-5.76,3.72,3.72,0.00239154,0.00239154,-13.2,0.844444
