E_1,Etotal_1,ED1_1,ED2_1,Pu1_1,Pu2_1,E_hybrid_1,seedNumber_1,seedEbest_1,E_2,Etotal_2,ED1_2,ED2_2,Pu1_2,Pu2_2,E_hybrid_2,seedNumber_2,seedEbest_2,E_3,Etotal_3,ED1_3,ED2_3,Pu1_3,Pu2_3,E_hybrid_3,seedNumber_3,seedEbest_3,pumin1_4u,pumin5_8u,pumin1_4d,pumin5_8d,Y
-7.78,-331.49,7.64,9.59,2.30104e-6,8.3731e-8,-25.01,3,-1.94,-14.85,-338.56,8.23,9.58,8.44351e-7,8.5166e-8,-32.66,3,-1.94,0,0,999999,999999,0,0,0,0,0,0.6810907,0.01488784,0.9147253,0.005136728,0.03
-16.66,-259.37,3.5,7.91,0.00261283,1.45436e-6,-28.07,8,-4.76,-22.35,-265.06,3.54,7.91,0.00244114,1.45436e-6,-33.8,12,-4.76,0,0,999999,999999,0,0,0,0,0,0.1060944,0.6078613,0.2108931,0.2040979,0.09
-14.22,-264.47,2.05,1.24,0.0307019,0.121596,-17.51,4,-8.92,-18.65,-268.9,4.53,18.91,4.53947e-4,1.10924e-14,-42.09,3,-8.92,-5.12,-42.94,1.16,1.16,0.139302,0.139302,-7.44,2,-2.4,0.2040979,0.1853312,0.2507437,0.2685875,0
-21.2,-261.63,5.57,9.09,7.75386e-5,1.95826e-7,-35.86,9,-3.56,-24.99,-265.42,6.46,9.09,1.70894e-5,1.95826e-7,-40.54,12,-3.56,-11.49,-29.67,9.09,9.09,1.95826e-7,1.95826e-7,-29.67,4,-2.48,0.07524854,0.1950263,0.04756359,0.9029917,0.13
-14.52,-257.85,4.91,11.99,2.38e-4,1.41828e-9,-31.42,8,-5.18,-24.25,-267.58,5.11,11.99,1.69427e-4,1.41828e-9,-41.35,12,-5.18,-5.6,-29.58,0.53,0.53,0.406328,0.406328,-6.66,2,-5.05,0.8958031,0.04756359,0.06251391,0.2337105,0
-18.31,-256.85,1.75,7.2,0.0511159,4.85993e-6,-27.26,12,-4.85,-22.88,-261.42,2.1,7.2,0.0282012,4.85993e-6,-32.18,15,-4.85,-4.82,-19.22,0.09,0.09,0.858189,0.858189,-5,4,-1.95,0.2917839,0.8026928,0.1225634,0.11114980000000001,0.1
-20.61,-259.31,7.67,7.36,2.18668e-6,3.70301e-6,-35.64,8,-7.28,-27.63,-266.33,8.79,7.36,3.26033e-7,3.70301e-6,-43.78,12,-7.28,-12.85,-27.57,7.36,7.36,3.70301e-6,3.70301e-6,-27.57,4,-4.78,0.04227938,0.07933595,0.04415536,0.05789422,0.02
-15.66,-252.32,6.09,5.32,3.20461e-5,1.1858e-4,-27.07,11,-6.76,-25.38,-262.04,6.46,5.32,1.70894e-5,1.1858e-4,-37.16,14,-6.76,-9.65,-20.29,2.89,2.89,0.00736669,0.00736669,-15.43,4,-2.79,0.05418281,0.06013704,0.3600727,0.6189527,0.14
-15.16,-258.83,8.9,12.33,2.70448e-7,7.95892e-10,-36.39,8,-6.96,-25.16,-268.83,9.06,12.33,2.06068e-7,7.95892e-10,-46.55,11,-6.96,-5.54,-30.2,1.1,1.1,0.154254,0.154254,-7.74,1,-4.01,0.6190795,0.5187676,0.02635113,0.0213464,0
-20.02,-257.16,5.55,0.9,8.0219e-5,0.216685,-26.47,8,-6.01,-27.29,-264.43,6.24,0.9,2.48359e-5,0.216685,-34.43,12,-6.01,-5.71,-17.31,5.79,5.79,5.33538e-5,5.33538e-5,-17.29,2,-0.66,0.3639805,0.1704575,0.07233654,0.0728985,0.02
-17.08,-250.68,3.73,2.26,0.00176758,0.0214878,-23.07,10,-3.94,-24.8,-258.4,3.78,2.26,0.00162361,0.0214878,-30.84,14,-3.94,-13.49,-18.01,2.26,2.26,0.0214878,0.0214878,-18.01,4,-5.53,0.6178988,0.3227876,0.4147256,0.4412792,0.16
-15.09,-253.15,2.92,2.74,0.00700057,0.00950534,-20.75,8,-5.48,-24.02,-262.08,6.93,6.72,7.68921e-6,1.09864e-5,-37.67,14,-5.48,-12.77,-26.21,1.83,1.83,0.0446189,0.0446189,-16.43,4,-6.78,0.1588787,0.03179381,0.07999143,0.04281183,0.49
-21.82,-522.83,5.53,10.73,8.29921e-5,1.20671e-8,-38.08,10,-9.65,-32.42,-533.43,8.86,10.73,2.8947e-7,1.20671e-8,-52.01,15,-9.65,-12.49,-33.95,10.73,10.73,1.20671e-8,1.20671e-8,-33.95,4,-1.77,0.3963653,0.5171612,0.03056149,0.1864002,0
-18.61,-513.85,3.74,4.96,0.0017378,2.18614e-4,-27.31,8,-6.66,-24.92,-520.16,4.91,4.96,2.38e-4,2.18614e-4,-34.79,12,-6.66,-12.45,-22.37,3.39,3.39,0.00314984,0.00314984,-19.23,4,-4.89,0.1314672,0.1644952,0.1196698,0.1466385,0
-15.21,-515.84,7.29,10.35,4.17074e-6,2.30161e-8,-32.85,9,-7.93,-24.89,-525.52,7.61,10.35,2.42138e-6,2.30161e-8,-42.85,11,-7.93,-7.81,-28.51,10.35,10.35,2.30161e-8,2.30161e-8,-28.51,1,-1.57,0.02346506,0.0075521370000000004,0.5742967,0.3875112,0.01
-16.87,-516.33,5.36,9.18,1.10788e-4,1.68056e-7,-31.41,12,-6.45,-27.69,-527.15,6.56,9.18,1.44188e-5,1.68056e-7,-43.43,16,-6.45,-10.99,-29.35,9.18,9.18,1.68056e-7,1.68056e-7,-29.35,2,-0.67,0.561284,0.138852,0.1884896,0.1651247,0.21
-16.93,-518.27,5.47,11.06,9.18999e-5,6.88769e-9,-33.46,10,-3.82,-23.39,-524.73,6.05,11.06,3.42999e-5,6.88769e-9,-40.5,14,-3.82,-10.47,-32.59,2.98,2.98,0.00632201,0.00632201,-16.43,4,-3.74,0.4674979,0.06145732,0.4481405,0.2318194,0.63
-12.93,-578.31,4.86,4.41,2.59105e-4,5.56623e-4,-22.2,11,-5.51,-21.88,-587.26,6.29,3.8,2.28129e-5,0.00156936,-31.97,12,-5.51,-9.41,-18.23,3.43,3.43,0.00294286,0.00294286,-16.27,4,-1.76,0.4109173,0.3118949,0.1201574,0.1011249,0.03
-8.94,-583.22,2.22,13.31,0.0229991,1.50538e-10,-24.47,4,-2.25,-18.37,-592.65,4.08,13.31,9.75193e-4,1.50538e-10,-35.76,5,-2.34,-7.25,-33.87,13.31,13.31,1.50538e-10,1.50538e-10,-33.87,1,-1.83,0.08751728,0.658268,0.6008962,0.2373409,0
-8.19,-575.99,2.7,6.83,0.0101739,9.11336e-6,-17.72,9,-1.7,-20.95,-588.75,3.49,6.83,0.00265761,9.11336e-6,-31.27,12,-4.66,-9.97,-23.63,3.23,3.23,0.00413393,0.00413393,-16.43,4,-3.07,0.474165,0.8066508,0.07770119,0.4548122,0.11
-22.25,-588.45,8.19,5.23,9.03736e-7,1.38174e-4,-35.67,11,-6.66,-32.94,-599.14,8.3,5.23,7.49662e-7,1.38174e-4,-46.47,14,-6.66,-14.25,-24.71,1.05,1.05,0.167932,0.167932,-16.35,4,-6.98,0.544691,0.2589854,0.05951569,0.1574509,0.16
-18.08,-585.83,4.02,6.78,0.00107986,9.92149e-6,-28.88,10,-5.33,-21.54,-589.29,5.12,6.78,1.66573e-4,9.92149e-6,-33.44,13,-5.33,-5.29,-18.85,5.53,5.53,8.29921e-5,8.29921e-5,-16.35,2,-0.43,0.1092522,0.680715,0.2363986,0.07926233,0.09
-18.77,-585.95,2.95,6.21,0.00665264,2.61348e-5,-27.93,11,-5.51,-28.12,-595.3,3.97,6.21,0.00117562,2.61348e-5,-38.3,15,-7.13,-13.83,-26.25,1.28,1.28,0.113606,0.113606,-16.39,4,-7.42,0.4718209,0.4471204,0.3498353,0.4087479,0.2
-18.4,-585.66,3.94,5.99,0.0012371,3.79814e-5,-28.33,8,-5.5,-30.08,-597.34,4.52,6.2,4.61726e-4,2.65826e-5,-40.8,12,-8.12,-7.09,-19.67,5.43,5.43,9.83634e-5,9.83634e-5,-17.95,1,-2.72,0.4362611,0.2427592,0.6318793,0.4268763,0.32
-14.8,-583.73,3.58,7.96,0.00228073,1.3359e-6,-26.34,10,-5.03,-24.94,-593.87,3.57,7.96,0.00231982,1.3359e-6,-36.47,14,-5.03,-7.75,-23.67,7.96,7.96,1.3359e-6,1.3359e-6,-23.67,4,-1.64,0.1579799,0.2272269,0.601749,0.4968732,0.1
-13.28,-588.3,2.07,14.05,0.0296761,4.28104e-11,-29.4,5,-3.36,-18.25,-593.27,7.88,14.05,1.53042e-6,4.28104e-11,-40.18,5,-3.36,0,0,999999,999999,0,0,0,0,0,0.4588608,0.3949093,0.3751031,0.4641079,0.03
-20.69,-587.98,7.85,6.32,1.61046e-6,2.16791e-5,-34.86,12,-4.62,-28.54,-595.83,9.86,6.32,5.29219e-8,2.16791e-5,-44.72,16,-5.64,-6.46,-19.1,0.1,0.1,0.843729,0.843729,-6.66,2,-5.92,0.1911825,0.1737108,0.2874291,0.02998131,0.18
-19.99,-753.42,7.53,3.93,2.77396e-6,0.0012583,-31.45,11,-5.42,-28.09,-761.52,7.87,3.93,1.55665e-6,0.0012583,-39.89,15,-5.62,-9.75,-17.61,3.34,3.34,0.00342915,0.00342915,-16.43,4,-2.5,0.5304324,0.1020472,0.05433676,0.006366067,0.17
-19.46,-758.61,4.5,0.12,4.77687e-4,0.815537,-24.08,9,-7.27,-24.31,-763.46,6.95,0.12,7.43228e-6,0.815537,-31.38,12,-3.59,-5.19,-24.49,9.65,9.65,7.56151e-8,7.56151e-8,-24.49,2,-0.89,0.6205298,0.2121224,0.4293251,0.1096195,0.12
-13.66,-756.98,4.36,13.82,6.05981e-4,6.32822e-11,-31.84,6,-5.63,-22.16,-765.48,6.68,13.82,1.17591e-5,6.32822e-11,-42.66,8,-5.63,0,0,999999,999999,0,0,0,0,0,0.2345071,0.0596074,0.06319492,0.04289822,0.1
-16.12,-751.22,4.27,5.6,7.06117e-4,7.3685e-5,-25.99,9,-3.56,-25.46,-760.56,5.89,5.6,4.50161e-5,7.3685e-5,-36.95,13,-5.55,-13.93,-25.13,1.25,1.25,0.119547,0.119547,-16.43,4,-7.49,0.2396387,0.3889168,0.310117,0.09918946,0.04
-13.01,-749.94,7.11,5.33,5.66301e-6,1.16582e-4,-25.45,7,-1.65,-25.93,-762.86,2.22,1.34,0.0229991,0.102594,-29.49,10,-9.27,-11.23,-26.09,7.43,7.43,3.28774e-6,3.28774e-6,-26.09,4,-3.38,0.08704024,0.1500094,0.1822725,0.1063536,0.12
-19.18,-760.49,9.1,2.28,1.92527e-7,0.0207698,-30.56,7,-4.17,-29.51,-770.82,9.44,2.28,1.08039e-7,0.0207698,-41.23,11,-4.97,-16.35,-39.97,2.28,2.28,0.0207698,0.0207698,-20.91,4,-5.43,0.8818158,0.1416693,0.03770274,0.04171228,0
-19.34,-755.35,4.95,6.51,2.22361e-4,1.56974e-5,-30.8,11,-4.27,-28.08,-764.09,5.72,6.51,6.00929e-5,1.56974e-5,-40.31,15,-4.27,-11.59,-24.61,2.25,2.25,0.0218561,0.0218561,-16.09,4,-5.91,0.1333563,0.08262297,0.08164688,0.1054729,0
-18.53,-754.16,1.89,6.13,0.040294,2.99403e-5,-26.55,10,-7.67,-27.89,-763.52,2.31,6.13,0.0197376,2.99403e-5,-36.33,13,-7.67,-9.33,-21.59,3.45,3.45,0.00284453,0.00284453,-16.23,4,-2.52,0.8705114,0.8147224,0.4030667,0.226047,0
-23.61,-759.32,4.07,6.21,9.91905e-4,2.61348e-5,-33.89,11,-6.51,-30.55,-766.26,4.41,6.21,5.56623e-4,2.61348e-5,-41.17,15,-6.51,-7.45,-19.87,3.78,3.78,0.00162361,0.00162361,-15.01,4,-3.47,0.5168287,0.549484,0.1264387,0.08751889,0.12
-18.98,-754.22,4.46,5.74,5.11284e-4,5.80849e-5,-29.18,11,-4.44,-25.24,-760.48,5.43,5.74,9.83634e-5,5.80849e-5,-36.41,14,-4.44,-7.05,-18.53,4.47,4.47,5.0267e-4,5.0267e-4,-15.99,4,-2.16,0.4754387,0.3808743,0.1838244,0.1888617,0.13
-15.19,-749.26,3.98,4.57,0.00115581,4.24117e-4,-23.74,8,-5.8,-22.77,-756.84,4.38,4.57,5.85733e-4,4.24117e-4,-31.72,12,-6.19,-9.41,-18.55,3.03,3.03,0.00580707,0.00580707,-15.47,4,-4.1,0.3810902,0.4486465,0.900407,0.2452362,0.09
-16.87,-755.67,5.02,8.93,1.97424e-4,2.57007e-7,-30.82,2,-1.36,-29.7,-768.5,5.31,9.28,1.20612e-4,1.41794e-7,-44.29,5,-6.31,0,0,999999,999999,0,0,0,0,0,0.08926049,0.06036132,0.1818966,0.2715113,0.07
-13.3,-746.87,4.52,4.07,4.61726e-4,9.91905e-4,-21.89,8,-2.98,-18.28,-751.85,4.77,4.07,3.0192e-4,9.91905e-4,-27.12,12,-4.02,-8.39,-16.53,3.9,3.9,0.00132411,0.00132411,-16.19,4,-3.48,0.9081996,0.1951595,0.08675931,0.07184832,0
-19.17,-756.1,5.03,7.43,1.94098e-4,3.28774e-6,-31.63,9,-5.8,-26.26,-763.19,5.42,7.43,1.00049e-4,3.28774e-6,-39.11,13,-5.8,-14.71,-29.57,7.43,7.43,3.28774e-6,3.28774e-6,-29.57,4,-5.28,0.1328447,0.1626664,0.1011556,0.1554544,0.01
-21.84,-757.22,7.53,5.88,2.77396e-6,4.57876e-5,-35.25,11,-7.49,-28.26,-763.64,8.68,5.88,3.93041e-7,4.57876e-5,-42.82,14,-7.49,-7.91,-19.67,3.98,3.98,0.00115581,0.00115581,-15.87,4,-2.83,0.1575803,0.07286097,0.1118646,0.1061854,0.02
-13.53,-746.4,2.15,3.32,0.0259041,0.00354769,-19,3,-5.38,-20.33,-753.2,2.84,3.32,0.00801993,0.00354769,-26.49,7,-6.96,-9.39,-16.13,2.98,2.98,0.00632201,0.00632201,-15.35,4,-4.21,0.572681,0.185709,0.4789175,0.2968931,0.03
-12.41,-751.88,7.46,9.97,3.12434e-6,4.38994e-8,-29.84,5,-3.74,-21.17,-760.64,8.05,9.97,1.14646e-6,4.38994e-8,-39.19,8,-3.74,-9.47,-29.41,9.97,9.97,4.38994e-8,4.38994e-8,-29.41,4,-2.77,0.8242507,0.652186,0.1618892,0.06203817,0.01
-16.24,-749,4.42,3.26,5.47244e-4,0.00392848,-23.92,11,-5.13,-21.98,-754.74,4.41,3.26,5.56623e-4,0.00392848,-29.65,15,-5.13,-10.19,-16.71,2.44,2.44,0.0158255,0.0158255,-15.07,4,-4.08,0.8171435,0.02876991,0.1667936,0.1141133,0.05
-15.61,-752.96,3.88,7.65,0.00136988,2.26227e-6,-27.14,8,-2.66,-23.74,-761.09,4.23,7.8,7.5578e-4,1.75327e-6,-35.77,12,-4.5,0,0,999999,999999,0,0,0,0,0,0.1628809,0.2870965,0.1169365,0.7799494,0.21
0,0,999999,999999,0,0,0,0,0,-6.25,-752.23,2.23,4.85,0.0226116,2.63545e-4,-13.33,2,-4.12,-10.25,-43.21,16.48,16.48,6.89107e-13,6.89107e-13,-43.21,4,-5.05,0.2661883,0.6173203,0.09258008,0.07573577,0.01
-13.75,-653.56,7.45,7.06,3.17788e-6,6.16518e-6,-28.26,8,-3.05,-25.55,-665.36,8.4,7.06,6.32512e-7,6.16518e-6,-41.01,11,-3.05,-8.45,-22.57,3.91,3.91,0.0013018,0.0013018,-16.27,4,-0.49,0.05963935,0.09044848,0.01667758,0.5406808,0.02
-19.21,-656.04,10.29,4.08,2.54864e-8,9.75193e-4,-33.58,10,-5.13,-23.74,-660.57,10.46,4.08,1.90921e-8,9.75193e-4,-38.28,14,-5.13,-10.99,-19.15,2.58,2.58,0.0124751,0.0124751,-16.15,4,-4.33,0.01316985,0.07256933,0.2817552,0.5464022,0.05
-13.63,-652.57,4.78,6.19,2.96833e-4,2.70382e-5,-24.6,10,-3.59,-20.77,-659.71,5.54,6.19,8.15938e-5,2.70382e-5,-32.5,12,-3.59,-6.61,-18.99,4.91,4.91,2.38e-4,2.38e-4,-16.43,2,-0.02,0.3982298,0.1772155,0.1659279,0.3480878,0
-17.53,-655.87,3.2,5.59,0.00435013,7.49478e-5,-26.32,10,-4.97,-27.49,-665.83,3.77,5.59,0.00165143,7.49478e-5,-36.85,14,-4.97,-9.31,-20.49,3.52,3.52,0.00252553,0.00252553,-16.35,4,-2.07,0.2388474,0.4155183,0.3667343,0.1749488,0.05
-21.88,-663.88,3.33,9.25,0.00348792,1.49209e-7,-34.46,10,-10.1,-31.25,-673.25,4.59,9.25,4.09946e-4,1.49209e-7,-45.09,12,-10.1,-13.06,-31.56,8.99,8.99,2.32096e-7,2.32096e-7,-31.04,4,-6.66,0.1939641,0.391156,0.3375461,0.1420147,0.02
-20.29,-660.24,2.89,7.2,0.00736669,4.85993e-6,-30.38,7,-6.8,-32.76,-672.71,3.07,7.2,0.00542548,4.85993e-6,-43.03,11,-6.8,-16.13,-30.53,7.2,7.2,4.85993e-6,4.85993e-6,-30.53,4,-3.96,0.05508077,0.09639398,0.6621605,0.7277184,0.16
-14.77,-650.85,4.73,3.33,3.23155e-4,0.00348792,-22.83,9,-3.03,-20.67,-656.75,6.22,3.33,2.56944e-5,0.00348792,-30.22,13,-3.03,-11.93,-18.59,3.33,3.33,0.00348792,0.00348792,-18.59,4,-5.19,0.4749974,0.1265797,0.2853145,0.5093466,0.14
-18.98,-660.71,5.92,8.98,4.27789e-5,2.36073e-7,-33.88,11,-4.9,-30.07,-671.8,6.35,8.98,2.06017e-5,2.36073e-7,-45.4,15,-4.9,-9.69,-27.65,8.95,8.95,2.4842e-7,2.4842e-7,-27.59,2,-5.83,0.1282927,0.1165903,0.05931239,0.298119,0.14
-20.93,-658.16,6.26,4.48,2.4006e-5,4.94201e-4,-31.67,12,-4.59,-29.71,-666.94,8.29,4.48,7.62509e-7,4.94201e-4,-42.48,16,-4.59,-10.37,-19.33,3.03,3.03,0.00580707,0.00580707,-16.43,4,-4.38,0.1178844,0.0597691,0.3681446,0.1360796,0.09
-20.5,-660.08,2.73,6.83,0.00966824,9.11336e-6,-30.06,11,-3.09,-25.59,-665.17,2.77,6.83,0.00903293,9.11336e-6,-35.19,15,-3.09,-14.41,-28.07,1.01,1.01,0.17974300000000001,0.17974300000000001,-16.43,4,-7.64,0.06360886,0.06461989,0.6390125,0.5005324,0.16
-22.42,-657.69,3.73,2.52,0.00176758,0.013814,-28.67,12,-5.68,-26.91,-662.18,4.27,2.52,7.06117e-4,0.013814,-33.7,14,-5.68,-15.95,-20.99,2.49,2.49,0.0145365,0.0145365,-20.93,4,-5.41,0.03806388,0.3929231,0.2336645,0.2431106,0.07
-7.89,-651.9,4.76,11.26,3.07095e-4,4.9032e-9,-23.91,5,-3.04,-16.22,-660.23,7.59,11.26,2.50509e-6,4.9032e-9,-35.07,5,-3.04,-4.84,-27.36,1.22,1.22,0.1258,0.1258,-7.28,2,-3.91,0.8240002,0.009735789,0.05044012,0.1015389,0
-18.66,-662.7,2.98,11.29,0.00632201,4.65952e-9,-32.93,8,-4.94,-28.19,-672.23,3.27,11.29,0.00386229,4.65952e-9,-42.75,10,-4.94,-5.06,-27.64,0.8,0.8,0.256818,0.256818,-6.66,2,-4.48,0.2991515,0.517098,0.1275363,0.7041024,0.16
-16.75,-657.29,6.67,7.79,1.19606e-5,1.78332e-6,-31.21,8,-2.48,-26.15,-666.69,6.68,7.79,1.17591e-5,1.78332e-6,-40.62,12,-5.1,-13.37,-28.95,7.79,7.79,1.78332e-6,1.78332e-6,-28.95,6,-8.02,0.03997857,0.05114098,0.2245091,0.06443925,0.07
-15.51,-654.23,2.52,5.97,0.013814,3.92944e-5,-24,10,-3.44,-22.78,-661.5,3.16,5.97,0.00465609,3.92944e-5,-31.91,14,-3.83,-10.71,-22.65,2.02,2.02,0.0323076,0.0323076,-14.75,4,-4.66,0.4468828,0.7037601,0.354287,0.2197139,0.05
-13.19,-656.62,5.23,8.9,1.38174e-4,2.70448e-7,-27.32,6,-4.29,-23.71,-667.14,6.35,9.09,2.06017e-5,1.95826e-7,-39.15,7,-4.29,-5.59,-26.95,5.32,5.32,1.1858e-4,1.1858e-4,-16.23,2,-0.73,0.08192337,0.08983453,0.2348366,0.153602,0.01
-13.88,-652.19,7.77,5.56,1.84497e-6,7.88674e-5,-27.21,7,-4.23,-27.45,-665.76,9.32,5.56,1.32476e-7,7.88674e-5,-42.33,10,-5.33,-6.07,-17.19,5.1,5.1,1.72331e-4,1.72331e-4,-16.27,2,-0.94,0.1145178,0.04625033,0.4905691,0.01109295,0.34
-8.13,-653.17,5,12.29,2.04249e-4,8.51869e-10,-25.42,6,-3.91,-16.6,-661.64,6.09,12.29,3.20461e-5,8.51869e-10,-34.98,7,-3.91,0,0,999999,999999,0,0,0,0,0,0.4378804,0.1361884,0.1508041,0.2032938,0.04
-20.14,-660.64,2.54,7.75,0.0133525,1.90874e-6,-30.43,9,-5.26,-27.19,-667.69,2.52,7.75,0.013814,1.90874e-6,-37.46,13,-6.47,-10.89,-26.39,7.75,7.75,1.90874e-6,1.90874e-6,-26.39,4,-4.07,0.7364233,0.539801,0.3277875,0.340059,0.2
-19.02,-412.13,3.83,1.03,0.00149136,0.173737,-23.88,12,-5.1,-22.72,-415.83,3.7,1.01,0.00186002,0.17974300000000001,-27.43,10,-7.05,-14.75,-16.81,0.84,0.84,0.239942,0.239942,-16.43,4,-6.91,0.1508138,0.07937423,0.03937962,0.1482194,0.38
-19.3,-422.04,5.45,10.66,9.50767e-5,1.35913e-8,-35.41,9,-5.67,-25.22,-427.96,5.6,10.66,7.3685e-5,1.35913e-8,-41.48,10,-5.67,0,0,999999,999999,0,0,0,0,0,0.5220588,0.6376431,0.2145586,0.03777004,0.02
-15.9,-413.35,5.03,5.37,1.94098e-4,1.08921e-4,-26.3,10,-5.48,-23.99,-421.44,5.83,5.37,4.98478e-5,1.08921e-4,-35.19,14,-5.48,-5.83,-16.57,4.88,4.88,2.50447e-4,2.50447e-4,-15.59,4,-2.56,0.5871645,0.5739411,0.03849452,0.1620423,0.02
-19.47,-420.98,4.83,9.43,2.72656e-4,1.09891e-7,-33.73,11,-6.05,-29.69,-431.2,5.32,9.43,1.1858e-4,1.09891e-7,-44.44,14,-6.05,-6.18,-25.04,0.2,0.2,0.711879,0.711879,-6.58,2,-5.05,0.8043115,0.5260187,0.1059577,0.1933109,0.07
-14.24,-409,3.91,2.68,0.0013018,0.0105256,-20.83,9,-2.27,-21.89,-416.65,6.14,2.68,2.94358e-5,0.0105256,-30.71,12,-3.18,-12.51,-17.87,1.96,1.96,0.0357752,0.0357752,-16.43,4,-6.71,0.5010028,0.4028135,0.4330229,0.03304177,0.04
-17.85,-419.39,2.93,9.46,0.00688262,1.04429e-7,-30.24,10,-6.44,-24,-425.54,4.4,9.46,5.66162e-4,1.04429e-7,-37.86,11,-6.44,0,0,999999,999999,0,0,0,0,0,0.3733146,0.3543002,0.1394667,0.4980595,0
-15.39,-412.74,3.36,5.27,0.00331457,1.29095e-4,-24.02,5,-3.73,-20.01,-417.36,3.43,5.27,0.00294286,1.29095e-4,-28.71,5,-3.73,-13.75,-24.29,5.27,5.27,1.29095e-4,1.29095e-4,-24.29,4,-6.81,0.2666553,0.05948048,0.4134345,0.2220664,0.07
-16.9,-411.74,4.6,2.76,4.03039e-4,0.00918773,-24.26,5,-3.92,-22.11,-416.95,4.71,2.76,3.34326e-4,0.00918773,-29.58,9,-3.92,-14.47,-19.99,0.98,0.98,0.189143,0.189143,-16.43,4,-7.53,0.8342419,0.2855718,0.09532724,0.05139089,0.05
-17.79,-415.89,5.44,6.02,9.67061e-5,3.60938e-5,-29.25,12,-2.42,-28.13,-426.23,5.92,6.02,4.27789e-5,3.60938e-5,-40.07,16,-5.04,-8.68,-20.72,0.83,0.83,0.244054,0.244054,-10.34,2,-2.76,0.333817,0.3222104,0.2798085,0.0275433,0
-18.06,-411.84,3.49,1.7,0.00265761,0.0556486,-23.25,11,-3.83,-24.98,-418.76,4.61,1.7,3.96248e-4,0.0556486,-31.29,12,-3.83,-14.59,-17.99,0.92,0.92,0.209445,0.209445,-16.43,4,-6.67,0.2043652,0.08586056,0.1683346,0.139544,0.36
-11.39,-407.5,8.89,4.03,2.75083e-7,0.00106167,-24.31,6,-2.44,-17.86,-413.97,4.82,3.9,2.77328e-4,0.00132411,-26.58,7,-5.78,-11.07,-19.13,4.03,4.03,0.00106167,0.00106167,-19.13,4,-4.18,0.01823093,0.004685657,0.4783984,0.03063112,0.02
-15.98,-415.78,3.38,7.72,0.00320382,2.00857e-6,-27.08,9,-4.89,-26.64,-426.44,3.39,7.72,0.00314984,2.00857e-6,-37.75,11,-4.89,0,0,999999,999999,0,0,0,0,0,0.7845695,0.139544,0.09607928,0.1775416,0
-14.38,-408.66,2.03,1.72,0.0317632,0.0537892,-18.13,8,-5.19,-20.22,-414.5,2.53,1.72,0.0135813,0.0537892,-24.47,11,-5.19,-12.23,-16.63,2.02,2.02,0.0323076,0.0323076,-16.27,4,-6.07,0.1411953,0.1236105,0.1601914,0.09907602,0
-17.62,-416.74,4.52,7.04,4.61726e-4,6.3783e-6,-29.18,7,-3.11,-22.47,-421.59,4.83,7.04,2.72656e-4,6.3783e-6,-34.34,8,-3.11,-11.81,-25.89,7.04,7.04,6.3783e-6,6.3783e-6,-25.89,4,-2.83,0.2314699,0.245769,0.18854,0.08520401,0.02
-16.76,-419.7,4.27,9.08,7.06117e-4,1.99182e-7,-30.11,5,-3.39,-26.37,-429.31,4.98,9.1,2.1131e-4,1.92527e-7,-40.45,9,-5.9,0,0,999999,999999,0,0,0,0,0,0.2862894,0.6942222,0.1603059,0.04130604,0.02
-19.04,-418.63,3.85,7.51,0.00144153,2.86986e-6,-30.4,10,-5.62,-26.32,-425.91,4.11,7.51,9.26726e-4,2.86986e-6,-37.94,14,-5.62,-10.57,-25.59,7.51,7.51,2.86986e-6,2.86986e-6,-25.59,4,-3.53,0.1249074,0.1399642,0.660205,0.4777095,0.2
-9.93,-376.29,3.48,9.93,0.00270316,4.6987e-8,-23.34,1,-0.49,-17.25,-383.61,3.65,9.93,0.00202496,4.6987e-8,-30.83,1,-0.49,-13.85,-33.71,9.93,9.93,4.6987e-8,4.6987e-8,-33.71,4,-5.09,0.6233772,0.06654218,0.5967326,0.2568622,0.01
-20.32,-380.79,3.3,4.04,0.00367033,0.00104378,-27.66,7,-4.47,-24.09,-384.56,3.66,4.04,0.00199084,0.00104378,-31.79,9,-4.47,-13.51,-21.59,4.04,4.04,0.00104378,0.00104378,-21.59,4,-7.58,0.2646537,0.2692504,0.7571421,0.1348842,0.09
-20.21,-383.38,5.72,6.74,6.00929e-5,1.06193e-5,-32.67,10,-4.85,-24.8,-387.97,11.45,6.74,3.55031e-9,1.06193e-5,-42.99,11,-4.85,-12.57,-26.05,6.74,6.74,1.06193e-5,1.06193e-5,-26.05,4,-3.5,0.068663,0.1289234,0.05056246,0.05166063,0.01
-17.26,-380.94,3.31,7.25,0.00360849,4.46408e-6,-27.82,8,-1.82,-25.98,-389.66,4.8,7.25,2.86915e-4,4.46408e-6,-38.03,9,-2.05,-12.49,-26.99,7.25,7.25,4.46408e-6,4.46408e-6,-26.99,4,-4.63,0.2330128,0.2242209,0.5227507,0.3484743,0.01
-18.38,-382.61,3.52,7.8,0.00252553,1.75327e-6,-29.7,8,-7.13,-28.11,-392.34,2.93,3.14,0.00688262,0.00481704,-34.18,12,-7.13,-10.71,-26.31,2.82,2.82,0.00829717,0.00829717,-16.35,4,-2.59,0.3701279,0.1338328,0.1117962,0.2466257,0.07
